seqName,source,feature,start,end,score,strand,frame,attributes
contig_953,Prodigal:002006,CDS,17140,17536,.,+,0,"{'ID': 'FDGAGDLB_00014', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,17654,18641,.,+,0,"{'ID': 'FDGAGDLB_00015', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,18757,19543,.,+,0,"{'ID': 'FDGAGDLB_00016', 'eC_number': '3.6.3.-', 'Name': 'metN2', 'db_xref': 'COG:COG1135', 'gene': 'metN2', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,19547,20480,.,+,0,"{'ID': 'FDGAGDLB_00017', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,20565,22980,.,-,0,"{'ID': 'FDGAGDLB_00018', 'Name': 'fhuA_1', 'db_xref': 'COG:COG1629', 'gene': 'fhuA_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,23235,24417,.,-,0,"{'ID': 'FDGAGDLB_00019', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,24556,25039,.,-,0,"{'ID': 'FDGAGDLB_00020', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,25208,25643,.,+,0,"{'ID': 'FDGAGDLB_00021', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,25935,26652,.,+,0,"{'ID': 'FDGAGDLB_00022', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,26925,27714,.,+,0,"{'ID': 'FDGAGDLB_00023', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,28033,28756,.,+,0,"{'ID': 'FDGAGDLB_00024', 'Name': 'lutR_3', 'db_xref': 'COG:COG2186', 'gene': 'lutR_3', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,28739,29927,.,+,0,"{'ID': 'FDGAGDLB_00025', 'eC_number': '5.1.1.1', 'Name': 'aar', 'db_xref': 'COG:COG0626', 'gene': 'aar', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,29976,31245,.,+,0,"{'ID': 'FDGAGDLB_00026', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,31241,32183,.,+,0,"{'ID': 'FDGAGDLB_00027', 'Name': 'melD_1', 'db_xref': 'COG:COG1175', 'gene': 'melD_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,32195,33047,.,+,0,"{'ID': 'FDGAGDLB_00028', 'Name': 'sugB_1', 'db_xref': 'COG:COG0395', 'gene': 'sugB_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,33060,34182,.,+,0,"{'ID': 'FDGAGDLB_00029', 'eC_number': '7.6.2.10', 'Name': 'ugpC_1', 'db_xref': 'COG:COG3839', 'gene': 'ugpC_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,34610,35192,.,+,0,"{'ID': 'FDGAGDLB_00030', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,35181,38313,.,+,0,"{'ID': 'FDGAGDLB_00031', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,38309,38399,.,-,0,"{'ID': 'FDGAGDLB_00032', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,38395,39319,.,-,0,"{'ID': 'FDGAGDLB_00033', 'eC_number': '2.3.1.5', 'Name': 'nat', 'db_xref': 'COG:COG2162', 'gene': 'nat', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,39702,40557,.,+,0,"{'ID': 'FDGAGDLB_00034', 'eC_number': '2.6.1.21', 'Name': 'dat_1', 'gene': 'dat_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,40651,41500,.,-,0,"{'ID': 'FDGAGDLB_00035', 'eC_number': '1.3.1.87', 'Name': 'hcaB', 'gene': 'hcaB', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,41597,42536,.,+,0,"{'ID': 'FDGAGDLB_00036', 'Name': 'pgrR_1', 'gene': 'pgrR_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,42596,43478,.,+,0,"{'ID': 'FDGAGDLB_00037', 'Name': 'ribN_1', 'gene': 'ribN_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,43680,43893,.,-,0,"{'ID': 'FDGAGDLB_00038', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,43913,44273,.,-,0,"{'ID': 'FDGAGDLB_00039', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,44247,45129,.,-,0,"{'ID': 'FDGAGDLB_00040', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,45268,46552,.,-,0,"{'ID': 'FDGAGDLB_00041', 'eC_number': '1.3.5.2', 'Name': 'pyrD', 'gene': 'pyrD', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,46806,47040,.,+,0,"{'ID': 'FDGAGDLB_00042', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,47023,48373,.,+,0,"{'ID': 'FDGAGDLB_00043', 'eC_number': '2.7.11.1', 'Name': 'hipA', 'db_xref': 'COG:COG3550', 'gene': 'hipA', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,48387,48765,.,-,0,"{'ID': 'FDGAGDLB_00044', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,48944,50060,.,+,0,"{'ID': 'FDGAGDLB_00045', 'eC_number': '1.-.-.-', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,50195,50423,.,+,0,"{'ID': 'FDGAGDLB_00046', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,50439,51030,.,-,0,"{'ID': 'FDGAGDLB_00047', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,51199,51559,.,-,0,"{'ID': 'FDGAGDLB_00048', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,51772,52051,.,+,0,"{'ID': 'FDGAGDLB_00049', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,52047,52380,.,+,0,"{'ID': 'FDGAGDLB_00050', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,52411,53110,.,-,0,"{'ID': 'FDGAGDLB_00051', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,53133,53454,.,-,0,"{'ID': 'FDGAGDLB_00052', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,53461,54778,.,-,0,"{'ID': 'FDGAGDLB_00053', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,54906,55398,.,-,0,"{'ID': 'FDGAGDLB_00054', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,55412,55865,.,-,0,"{'ID': 'FDGAGDLB_00055', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,55861,56155,.,-,0,"{'ID': 'FDGAGDLB_00056', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,56509,56815,.,-,0,"{'ID': 'FDGAGDLB_00057', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,57121,58615,.,-,0,"{'ID': 'FDGAGDLB_00058', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,58794,59085,.,+,0,"{'ID': 'FDGAGDLB_00059', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,59305,60019,.,-,0,"{'ID': 'FDGAGDLB_00060', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,60015,60429,.,-,0,"{'ID': 'FDGAGDLB_00061', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,60526,60769,.,+,0,"{'ID': 'FDGAGDLB_00062', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,60801,61668,.,-,0,"{'ID': 'FDGAGDLB_00063', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,61727,62042,.,-,0,"{'ID': 'FDGAGDLB_00064', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,62078,63176,.,-,0,"{'ID': 'FDGAGDLB_00065', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,63459,64893,.,-,0,"{'ID': 'FDGAGDLB_00066', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,64945,65395,.,-,0,"{'ID': 'FDGAGDLB_00067', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,65394,67335,.,-,0,"{'ID': 'FDGAGDLB_00068', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,67490,68069,.,-,0,"{'ID': 'FDGAGDLB_00069', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,68121,68709,.,-,0,"{'ID': 'FDGAGDLB_00070', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,68799,69462,.,-,0,"{'ID': 'FDGAGDLB_00071', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,69627,69903,.,-,0,"{'ID': 'FDGAGDLB_00072', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,70064,70880,.,-,0,"{'ID': 'FDGAGDLB_00073', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,71108,71738,.,+,0,"{'ID': 'FDGAGDLB_00074', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,71761,72436,.,-,0,"{'ID': 'FDGAGDLB_00075', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,72539,72779,.,-,0,"{'ID': 'FDGAGDLB_00076', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,72775,74437,.,-,0,"{'ID': 'FDGAGDLB_00077', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,74440,74686,.,-,0,"{'ID': 'FDGAGDLB_00078', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,74939,75446,.,-,0,"{'ID': 'FDGAGDLB_00079', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,75433,75874,.,-,0,"{'ID': 'FDGAGDLB_00080', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,76879,77932,.,-,0,"{'ID': 'FDGAGDLB_00081', 'Name': 'purR_1', 'gene': 'purR_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,78080,79106,.,+,0,"{'ID': 'FDGAGDLB_00082', 'db_xref': 'COG:COG1638', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,79193,79796,.,+,0,"{'ID': 'FDGAGDLB_00083', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,79792,81070,.,+,0,"{'ID': 'FDGAGDLB_00084', 'Name': 'siaT_1', 'db_xref': 'COG:COG1593', 'gene': 'siaT_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,81080,81620,.,+,0,"{'ID': 'FDGAGDLB_00085', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,81623,82895,.,+,0,"{'ID': 'FDGAGDLB_00086', 'eC_number': '4.1.1.-', 'Name': 'oiaX', 'db_xref': 'COG:COG1850', 'gene': 'oiaX', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,82878,84186,.,+,0,"{'ID': 'FDGAGDLB_00087', 'eC_number': '2.7.1.-', 'Name': 'oiaK', 'gene': 'oiaK', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,84274,84895,.,+,0,"{'ID': 'FDGAGDLB_00088', 'eC_number': '3.4.21.88', 'Name': 'lexA_1', 'gene': 'lexA_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,85022,88226,.,+,0,"{'ID': 'FDGAGDLB_00089', 'eC_number': '2.7.13.3', 'Name': 'rcsC_1', 'gene': 'rcsC_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,88283,89096,.,-,0,"{'ID': 'FDGAGDLB_00090', 'eC_number': '3.1.3.25', 'Name': 'suhB_1', 'db_xref': 'COG:COG0483', 'gene': 'suhB_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,89126,90215,.,-,0,"{'ID': 'FDGAGDLB_00091', 'eC_number': '7.6.2.11', 'Name': 'potA_1', 'db_xref': 'COG:COG3842', 'gene': 'potA_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,90211,92437,.,-,0,"{'ID': 'FDGAGDLB_00092', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,92534,93569,.,-,0,"{'ID': 'FDGAGDLB_00093', 'db_xref': 'COG:COG1840', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,93876,94929,.,-,0,"{'ID': 'FDGAGDLB_00094', 'Name': 'rbsR', 'db_xref': 'COG:COG1609', 'gene': 'rbsR', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,95218,96094,.,+,0,"{'ID': 'FDGAGDLB_00095', 'eC_number': '2.6.1.42', 'Name': 'ilvE_1', 'db_xref': 'COG:COG0115', 'gene': 'ilvE_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,96181,96769,.,-,0,"{'ID': 'FDGAGDLB_00096', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,96866,97463,.,-,0,"{'ID': 'FDGAGDLB_00097', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,97688,98744,.,+,0,"{'ID': 'FDGAGDLB_00098', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,98947,99529,.,+,0,"{'ID': 'FDGAGDLB_00099', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,99631,101224,.,-,0,"{'ID': 'FDGAGDLB_00100', 'eC_number': '6.1.1.6', 'Name': 'lysS', 'db_xref': 'COG:COG1384', 'gene': 'lysS', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,101644,102706,.,+,0,"{'ID': 'FDGAGDLB_00101', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,102709,105160,.,+,0,"{'ID': 'FDGAGDLB_00102', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,105332,107408,.,+,0,"{'ID': 'FDGAGDLB_00103', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,107540,107948,.,+,0,"{'ID': 'FDGAGDLB_00104', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,107970,108399,.,+,0,"{'ID': 'FDGAGDLB_00105', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,108404,108863,.,-,0,"{'ID': 'FDGAGDLB_00106', 'Name': 'ohrR', 'gene': 'ohrR', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,109138,110170,.,+,0,"{'ID': 'FDGAGDLB_00107', 'eC_number': '3.1.1.1', 'Name': 'nlhH', 'db_xref': 'COG:COG0657', 'gene': 'nlhH', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,110305,110731,.,+,0,"{'ID': 'FDGAGDLB_00108', 'Name': 'ohrB', 'db_xref': 'COG:COG1764', 'gene': 'ohrB', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,110909,111206,.,+,0,"{'ID': 'FDGAGDLB_00109', 'eC_number': '1.-.-.-', 'Name': 'ycnE', 'db_xref': 'COG:COG1359', 'gene': 'ycnE', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,111267,111690,.,-,0,"{'ID': 'FDGAGDLB_00110', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,111733,113344,.,-,0,"{'ID': 'FDGAGDLB_00111', 'eC_number': '2.7.8.-', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,113382,113910,.,+,0,"{'ID': 'FDGAGDLB_00112', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,114104,114467,.,+,0,"{'ID': 'FDGAGDLB_00113', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,114690,115305,.,+,0,"{'ID': 'FDGAGDLB_00114', 'Name': 'eamB', 'db_xref': 'COG:COG1280', 'gene': 'eamB', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,115437,116289,.,-,0,"{'ID': 'FDGAGDLB_00115', 'Name': 'rhaS_1', 'gene': 'rhaS_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,116381,119162,.,+,0,"{'ID': 'FDGAGDLB_00116', 'eC_number': '3.1.-.-', 'Name': 'dinG', 'gene': 'dinG', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,119245,119467,.,+,0,"{'ID': 'FDGAGDLB_00117', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,119551,120571,.,+,0,"{'ID': 'FDGAGDLB_00118', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,120573,121143,.,-,0,"{'ID': 'FDGAGDLB_00119', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,121269,123174,.,-,0,"{'ID': 'FDGAGDLB_00120', 'eC_number': '7.2.2.15', 'Name': 'silP', 'gene': 'silP', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,123458,124358,.,-,0,"{'ID': 'FDGAGDLB_00121', 'Name': 'gcvA_1', 'gene': 'gcvA_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,124458,125349,.,+,0,"{'ID': 'FDGAGDLB_00122', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,125489,125933,.,+,0,"{'ID': 'FDGAGDLB_00123', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,126129,126774,.,+,0,"{'ID': 'FDGAGDLB_00124', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,126851,129995,.,-,0,"{'ID': 'FDGAGDLB_00125', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,130381,130795,.,+,0,"{'ID': 'FDGAGDLB_00126', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,131100,131985,.,+,0,"{'ID': 'FDGAGDLB_00127', 'eC_number': '1.1.1.60', 'Name': 'glxR', 'db_xref': 'COG:COG2084', 'gene': 'glxR', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,132220,132760,.,-,0,"{'ID': 'FDGAGDLB_00128', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,132873,133092,.,+,0,"{'ID': 'FDGAGDLB_00129', 'Name': 'slyX', 'gene': 'slyX', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,133191,134346,.,+,0,"{'ID': 'FDGAGDLB_00130', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,134452,135400,.,+,0,"{'ID': 'FDGAGDLB_00131', 'Name': 'yofA', 'db_xref': 'COG:COG0583', 'gene': 'yofA', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,135489,136794,.,+,0,"{'ID': 'FDGAGDLB_00132', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,136868,137792,.,-,0,"{'ID': 'FDGAGDLB_00133', 'eC_number': '1.3.1.103', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,137788,138253,.,-,0,"{'ID': 'FDGAGDLB_00134', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,138282,139257,.,+,0,"{'ID': 'FDGAGDLB_00135', 'Name': 'pcpR', 'gene': 'pcpR', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,139350,139830,.,+,0,"{'ID': 'FDGAGDLB_00136', 'Name': 'greB', 'db_xref': 'COG:COG0782', 'gene': 'greB', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,139913,140930,.,-,0,"{'ID': 'FDGAGDLB_00137', 'eC_number': '1.3.1.103', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,141028,141955,.,+,0,"{'ID': 'FDGAGDLB_00138', 'Name': 'dmlR_1', 'gene': 'dmlR_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,142005,144510,.,-,0,"{'ID': 'FDGAGDLB_00139', 'eC_number': '3.6.4.13', 'Name': 'hrpB', 'db_xref': 'COG:COG1643', 'gene': 'hrpB', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,144582,145920,.,-,0,"{'ID': 'FDGAGDLB_00140', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,145912,146983,.,-,0,"{'ID': 'FDGAGDLB_00141', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,147093,148416,.,+,0,"{'ID': 'FDGAGDLB_00142', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,148288,148741,.,-,0,"{'ID': 'FDGAGDLB_00143', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,148737,150951,.,-,0,"{'ID': 'FDGAGDLB_00144', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,150947,152414,.,-,0,"{'ID': 'FDGAGDLB_00145', 'eC_number': '2.4.1.187', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,152561,153671,.,+,0,"{'ID': 'FDGAGDLB_00146', 'eC_number': '2.4.1.250', 'Name': 'mshA_1', 'gene': 'mshA_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,153667,154882,.,+,0,"{'ID': 'FDGAGDLB_00147', 'eC_number': '2.4.1.250', 'Name': 'mshA_2', 'gene': 'mshA_2', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,154874,156029,.,+,0,"{'ID': 'FDGAGDLB_00148', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,156025,156778,.,+,0,"{'ID': 'FDGAGDLB_00149', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,156762,158247,.,+,0,"{'ID': 'FDGAGDLB_00150', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,158239,160078,.,+,0,"{'ID': 'FDGAGDLB_00151', 'eC_number': '2.4.1.250', 'Name': 'mshA_3', 'gene': 'mshA_3', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,160067,160433,.,+,0,"{'ID': 'FDGAGDLB_00152', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,160456,161746,.,-,0,"{'ID': 'FDGAGDLB_00153', 'eC_number': '1.1.1.136', 'Name': 'wbpA', 'db_xref': 'COG:COG0677', 'gene': 'wbpA', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,161886,162708,.,+,0,"{'ID': 'FDGAGDLB_00154', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,162767,165770,.,-,0,"{'ID': 'FDGAGDLB_00155', 'eC_number': '6.1.1.4', 'Name': 'leuS', 'db_xref': 'COG:COG0495', 'gene': 'leuS', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,166268,166937,.,+,0,"{'ID': 'FDGAGDLB_00156', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,167127,168165,.,-,0,"{'ID': 'FDGAGDLB_00157', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,168167,169109,.,-,0,"{'ID': 'FDGAGDLB_00158', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,169115,170003,.,-,0,"{'ID': 'FDGAGDLB_00159', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,170239,171682,.,-,0,"{'ID': 'FDGAGDLB_00160', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,171834,172713,.,+,0,"{'ID': 'FDGAGDLB_00161', 'eC_number': '2.1.1.163', 'Name': 'COQ5_1', 'gene': 'COQ5_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,172889,173627,.,+,0,"{'ID': 'FDGAGDLB_00162', 'eC_number': '6.3.4.20', 'Name': 'queC', 'db_xref': 'COG:COG0603', 'gene': 'queC', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,173803,174160,.,+,0,"{'ID': 'FDGAGDLB_00163', 'eC_number': '4.1.2.50', 'Name': 'queD', 'db_xref': 'COG:COG0720', 'gene': 'queD', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,174156,174939,.,+,0,"{'ID': 'FDGAGDLB_00164', 'eC_number': '4.3.99.3', 'Name': 'queE', 'db_xref': 'COG:COG0602', 'gene': 'queE', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,175136,175298,.,+,0,"{'ID': 'FDGAGDLB_00165', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,175379,175682,.,+,0,"{'ID': 'FDGAGDLB_00166', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,175939,176269,.,+,0,"{'ID': 'FDGAGDLB_00167', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,176338,177010,.,-,0,"{'ID': 'FDGAGDLB_00168', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,177062,178391,.,-,0,"{'ID': 'FDGAGDLB_00169', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,178788,179373,.,+,0,"{'ID': 'FDGAGDLB_00170', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,179487,180699,.,+,0,"{'ID': 'FDGAGDLB_00171', 'Name': 'mdtA_1', 'gene': 'mdtA_1', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,180724,183919,.,+,0,"{'ID': 'FDGAGDLB_00172', 'Name': 'swrC', 'db_xref': 'COG:COG0841', 'gene': 'swrC', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,184165,185065,.,+,0,"{'ID': 'FDGAGDLB_00173', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,185207,186128,.,+,0,"{'ID': 'FDGAGDLB_00174', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,186225,187086,.,-,0,"{'ID': 'FDGAGDLB_00175', 'inference': 'ab'}"
contig_953,Prodigal:002006,CDS,187085,187853,.,-,0,"{'ID': 'FDGAGDLB_00176', 'eC_number': '4.1.1.65', 'Name': 'psd', 'db_xref': 'COG:COG0688', 'gene': 'psd', 'inference': 'ab'}"
